ZipCode,State,County,NormalizedCounty,City,NormalizedCity,TaxRegionName,NormalizedTaxRegionName,CombinedRate,StateRate,CountyRate,CityRate,SpecialRate,EstimatedPopulation,Year,Month
90001,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES COUNTY",los-angeles-county,9.500000,6.000000,0.250000,0.000000,3.250000,36200,2019,8
90002,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,30920,2019,8
90003,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,41878,2019,8
90004,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,41632,2019,8
90005,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,22281,2019,8
90006,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,34995,2019,8
90007,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,20179,2019,8
90008,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,21174,2019,8
90009,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,1715,2019,8
90010,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,3294,2019,8
90011,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,63123,2019,8
90012,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,13839,2019,8
90013,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,3973,2019,8
90014,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,3272,2019,8
90015,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,10390,2019,8
90016,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,34391,2019,8
90017,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,11309,2019,8
90018,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,33029,2019,8
90019,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,43752,2019,8
90020,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,25029,2019,8
90021,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,1621,2019,8
90022,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES COUNTY",los-angeles-county,9.500000,6.000000,0.250000,0.000000,3.250000,46198,2019,8
90023,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,30786,2019,8
90024,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,22009,2019,8
90025,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,34463,2019,8
90026,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,46916,2019,8
90027,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,33916,2019,8
90028,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,18687,2019,8
90029,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,26270,2019,8
90030,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90031,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,26797,2019,8
90032,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,32538,2019,8
90033,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,28923,2019,8
90034,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,42620,2019,8
90035,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,20647,2019,8
90036,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,26227,2019,8
90037,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,37811,2019,8
90038,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,18877,2019,8
90039,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,22944,2019,8
90040,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,COMMERCE,commerce,10.000000,6.000000,0.250000,0.500000,3.250000,9350,2019,8
90041,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,20920,2019,8
90042,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,43949,2019,8
90043,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,32064,2019,8
90044,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,56462,2019,8
90045,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,29336,2019,8
90046,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,34474,2019,8
90047,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,36265,2019,8
90048,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,17194,2019,8
90049,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,29275,2019,8
90050,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,407,2019,8
90051,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,609,2019,8
90052,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90053,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90054,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90055,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90056,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES COUNTY",los-angeles-county,9.500000,6.000000,0.250000,0.000000,3.250000,7060,2019,8
90057,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,21531,2019,8
90058,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,VERNON,vernon,9.500000,6.000000,0.250000,0.000000,3.250000,2407,2019,8
90059,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,25507,2019,8
90060,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90061,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,18477,2019,8
90062,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,22057,2019,8
90063,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES COUNTY",los-angeles-county,9.500000,6.000000,0.250000,0.000000,3.250000,35693,2019,8
90064,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,22483,2019,8
90065,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,34536,2019,8
90066,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,43203,2019,8
90067,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,5575,2019,8
90068,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,15853,2019,8
90069,CA,"LOS ANGELES COUNTY",los-angeles-county,"WEST HOLLYWOOD",west-hollywood,"WEST HOLLYWOOD BUSINESS IMPROVEMENT AREA",west-hollywood-business-improvement-area,9.500000,6.000000,0.250000,0.000000,3.250000,17126,2019,8
90070,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90071,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,964,2019,8
90072,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90073,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES COUNTY",los-angeles-county,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90074,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90075,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90076,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,393,2019,8
90077,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,7412,2019,8
90078,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,1047,2019,8
90079,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90081,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,1017,2019,8
90082,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90083,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90084,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90086,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,550,2019,8
90087,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90088,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90089,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90090,CA,"LOS ANGELES COUNTY",los-angeles-county,DODGERTOWN,dodgertown,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90091,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES COUNTY",los-angeles-county,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90093,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,439,2019,8
90094,CA,"LOS ANGELES COUNTY",los-angeles-county,"PLAYA VISTA",playa-vista,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,3903,2019,8
90095,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES COUNTY",los-angeles-county,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90096,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90099,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90101,CA,"LOS ANGELES COUNTY",los-angeles-county,"LOS ANGELES",los-angeles,BELL,bell,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90201,CA,"LOS ANGELES COUNTY",los-angeles-county,"BELL GARDENS",bell-gardens,"BELL GARDENS",bell-gardens,9.500000,6.000000,0.250000,0.000000,3.250000,67468,2019,8
90202,CA,"LOS ANGELES COUNTY",los-angeles-county,BELL,bell,"BELL GARDENS",bell-gardens,9.500000,6.000000,0.250000,0.000000,3.250000,648,2019,8
90209,CA,"LOS ANGELES COUNTY",los-angeles-county,"BEVERLY HILLS",beverly-hills,"BEVERLY HILLS",beverly-hills,9.500000,6.000000,0.250000,0.000000,3.250000,810,2019,8
90210,CA,"LOS ANGELES COUNTY",los-angeles-county,"BEVERLY HILLS",beverly-hills,"BEVERLY HILLS",beverly-hills,9.500000,6.000000,0.250000,0.000000,3.250000,16984,2019,8
90211,CA,"LOS ANGELES COUNTY",los-angeles-county,"BEVERLY HILLS",beverly-hills,"BEVERLY HILLS",beverly-hills,9.500000,6.000000,0.250000,0.000000,3.250000,8596,2019,8
90212,CA,"LOS ANGELES COUNTY",los-angeles-county,"BEVERLY HILLS",beverly-hills,"BEVERLY HILLS",beverly-hills,9.500000,6.000000,0.250000,0.000000,3.250000,12548,2019,8
90213,CA,"LOS ANGELES COUNTY",los-angeles-county,"BEVERLY HILLS",beverly-hills,"BEVERLY HILLS",beverly-hills,9.500000,6.000000,0.250000,0.000000,3.250000,902,2019,8
90220,CA,"LOS ANGELES COUNTY",los-angeles-county,COMPTON,compton,COMPTON,compton,10.250000,6.000000,0.250000,1.000000,3.000000,34287,2019,8
90221,CA,"LOS ANGELES COUNTY",los-angeles-county,COMPTON,compton,COMPTON,compton,10.250000,6.000000,0.250000,1.000000,3.000000,36005,2019,8
90222,CA,"LOS ANGELES COUNTY",los-angeles-county,COMPTON,compton,COMPTON,compton,10.250000,6.000000,0.250000,1.000000,3.000000,20801,2019,8
90223,CA,"LOS ANGELES COUNTY",los-angeles-county,COMPTON,compton,COMPTON,compton,10.250000,6.000000,0.250000,1.000000,3.000000,0,2019,8
90224,CA,"LOS ANGELES COUNTY",los-angeles-county,COMPTON,compton,COMPTON,compton,10.250000,6.000000,0.250000,1.000000,3.000000,977,2019,8
90230,CA,"LOS ANGELES COUNTY",los-angeles-county,"CULVER CITY",culver-city,"CULVER CITY",culver-city,10.250000,6.000000,0.250000,0.750000,3.250000,25528,2019,8
90231,CA,"LOS ANGELES COUNTY",los-angeles-county,"CULVER CITY",culver-city,"CULVER CITY",culver-city,10.250000,6.000000,0.250000,0.750000,3.250000,877,2019,8
90232,CA,"LOS ANGELES COUNTY",los-angeles-county,"CULVER CITY",culver-city,"CULVER CITY",culver-city,10.250000,6.000000,0.250000,0.750000,3.250000,13073,2019,8
90233,CA,"LOS ANGELES COUNTY",los-angeles-county,"CULVER CITY",culver-city,"CULVER CITY",culver-city,10.250000,6.000000,0.250000,0.750000,3.250000,0,2019,8
90239,CA,"LOS ANGELES COUNTY",los-angeles-county,DOWNEY,downey,DOWNEY,downey,10.000000,6.000000,0.250000,0.500000,3.250000,697,2019,8
90240,CA,"LOS ANGELES COUNTY",los-angeles-county,DOWNEY,downey,DOWNEY,downey,10.000000,6.000000,0.250000,0.500000,3.250000,19687,2019,8
90241,CA,"LOS ANGELES COUNTY",los-angeles-county,DOWNEY,downey,DOWNEY,downey,10.000000,6.000000,0.250000,0.500000,3.250000,32425,2019,8
90242,CA,"LOS ANGELES COUNTY",los-angeles-county,DOWNEY,downey,DOWNEY,downey,10.000000,6.000000,0.250000,0.500000,3.250000,31123,2019,8
90245,CA,"LOS ANGELES COUNTY",los-angeles-county,"EL SEGUNDO",el-segundo,"EL SEGUNDO",el-segundo,9.500000,6.000000,0.250000,0.000000,3.250000,15421,2019,8
90247,CA,"LOS ANGELES COUNTY",los-angeles-county,GARDENA,gardena,GARDENA,gardena,9.500000,6.000000,0.250000,0.000000,3.250000,35920,2019,8
90248,CA,"LOS ANGELES COUNTY",los-angeles-county,GARDENA,gardena,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,8825,2019,8
90249,CA,"LOS ANGELES COUNTY",los-angeles-county,GARDENA,gardena,GARDENA,gardena,9.500000,6.000000,0.250000,0.000000,3.250000,21361,2019,8
90250,CA,"LOS ANGELES COUNTY",los-angeles-county,HAWTHORNE,hawthorne,"LOS ANGELES COUNTY DISTRICT TAX SP",los-angeles-county-district-tax-sp,10.250000,6.000000,0.250000,0.750000,3.250000,68109,2019,8
90251,CA,"LOS ANGELES COUNTY",los-angeles-county,HAWTHORNE,hawthorne,"LOS ANGELES COUNTY DISTRICT TAX SP",los-angeles-county-district-tax-sp,10.250000,6.000000,0.250000,0.750000,3.250000,1320,2019,8
90254,CA,"LOS ANGELES COUNTY",los-angeles-county,"HERMOSA BEACH",hermosa-beach,"HERMOSA BEACH",hermosa-beach,9.500000,6.000000,0.250000,0.000000,3.250000,16137,2019,8
90255,CA,"LOS ANGELES COUNTY",los-angeles-county,"HUNTINGTON PARK",huntington-park,"HUNTINGTON PARK",huntington-park,10.250000,6.000000,0.250000,0.750000,3.250000,54716,2019,8
90260,CA,"LOS ANGELES COUNTY",los-angeles-county,LAWNDALE,lawndale,LAWNDALE,lawndale,10.250000,6.000000,0.250000,0.750000,3.250000,25618,2019,8
90261,CA,"LOS ANGELES COUNTY",los-angeles-county,LAWNDALE,lawndale,"LOS ANGELES COUNTY DISTRICT TAX SP",los-angeles-county-district-tax-sp,10.250000,6.000000,0.250000,0.750000,3.250000,0,2019,8
90262,CA,"LOS ANGELES COUNTY",los-angeles-county,LYNWOOD,lynwood,LYNWOOD,lynwood,10.250000,6.000000,0.250000,1.000000,3.000000,47895,2019,8
90263,CA,"LOS ANGELES COUNTY",los-angeles-county,MALIBU,malibu,"LOS ANGELES COUNTY",los-angeles-county,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90264,CA,"LOS ANGELES COUNTY",los-angeles-county,MALIBU,malibu,MALIBU,malibu,9.500000,6.000000,0.250000,0.000000,3.250000,497,2019,8
90265,CA,"LOS ANGELES COUNTY",los-angeles-county,MALIBU,malibu,MALIBU,malibu,9.500000,6.000000,0.250000,0.000000,3.250000,12992,2019,8
90266,CA,"LOS ANGELES COUNTY",los-angeles-county,"MANHATTAN BEACH",manhattan-beach,"MANHATTAN BEACH",manhattan-beach,9.500000,6.000000,0.250000,0.000000,3.250000,30505,2019,8
90267,CA,"LOS ANGELES COUNTY",los-angeles-county,"MANHATTAN BEACH",manhattan-beach,"MANHATTAN BEACH",manhattan-beach,9.500000,6.000000,0.250000,0.000000,3.250000,876,2019,8
90270,CA,"LOS ANGELES COUNTY",los-angeles-county,MAYWOOD,maywood,MAYWOOD,maywood,9.500000,6.000000,0.250000,0.000000,3.250000,19023,2019,8
90272,CA,"LOS ANGELES COUNTY",los-angeles-county,"PACIFIC PALISADES",pacific-palisades,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,19526,2019,8
90274,CA,"LOS ANGELES COUNTY",los-angeles-county,"PALOS VERDES PENINSULA",palos-verdes-peninsula,"ROLLING HILLS ESTATES",rolling-hills-estates,9.500000,6.000000,0.250000,0.000000,3.250000,24008,2019,8
90275,CA,"LOS ANGELES COUNTY",los-angeles-county,"RANCHO PALOS VERDES",rancho-palos-verdes,"RANCHO PALOS VERDES",rancho-palos-verdes,9.500000,6.000000,0.250000,0.000000,3.250000,35895,2019,8
90277,CA,"LOS ANGELES COUNTY",los-angeles-county,"REDONDO BEACH",redondo-beach,"REDONDO BEACH",redondo-beach,9.500000,6.000000,0.250000,0.000000,3.250000,30038,2019,8
90278,CA,"LOS ANGELES COUNTY",los-angeles-county,"REDONDO BEACH",redondo-beach,"REDONDO BEACH",redondo-beach,9.500000,6.000000,0.250000,0.000000,3.250000,33427,2019,8
90280,CA,"LOS ANGELES COUNTY",los-angeles-county,"SOUTH GATE",south-gate,"SOUTH GATE",south-gate,10.250000,6.000000,0.250000,1.000000,3.000000,70212,2019,8
90290,CA,"LOS ANGELES COUNTY",los-angeles-county,TOPANGA,topanga,"LOS ANGELES COUNTY",los-angeles-county,9.500000,6.000000,0.250000,0.000000,3.250000,5072,2019,8
90291,CA,"LOS ANGELES COUNTY",los-angeles-county,VENICE,venice,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,20638,2019,8
90292,CA,"LOS ANGELES COUNTY",los-angeles-county,"MARINA DEL REY",marina-del-rey,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,16888,2019,8
90293,CA,"LOS ANGELES COUNTY",los-angeles-county,"PLAYA DEL REY",playa-del-rey,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,9536,2019,8
90294,CA,"LOS ANGELES COUNTY",los-angeles-county,VENICE,venice,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,681,2019,8
90295,CA,"LOS ANGELES COUNTY",los-angeles-county,"MARINA DEL REY",marina-del-rey,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,1166,2019,8
90296,CA,"LOS ANGELES COUNTY",los-angeles-county,"PLAYA DEL REY",playa-del-rey,"LOS ANGELES",los-angeles,9.500000,6.000000,0.250000,0.000000,3.250000,0,2019,8
90301,CA,"LOS ANGELES COUNTY",los-angeles-county,INGLEWOOD,inglewood,INGLEWOOD,inglewood,10.000000,6.000000,0.250000,0.500000,3.250000,25753,2019,8
90302,CA,"LOS ANGELES COUNTY",los-angeles-county,INGLEWOOD,inglewood,INGLEWOOD,inglewood,10.000000,6.000000,0.250000,0.500000,3.250000,20745,2019,8
90303,CA,"LOS ANGELES COUNTY",los-angeles-county,INGLEWOOD,inglewood,INGLEWOOD,inglewood,10.000000,6.000000,0.250000,0.500000,3.250000,18370,2019,8
